Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302193","642212005","CORR","","2023-02-15T15:23:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-15T15:23:12Z","2023-02-15","2023-02-24","","false","BBSF","true","false","","4,000,000","27,400,000","USD","CNY","","","","","","","","","","","","","","","","","4000000","","USD","","27000000","","CNY","","6.85","CNY/USD","2023-02-24","","","17,280","USD","","","","","","","6.85","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302194","549912155","CORR","","2023-02-03T13:46:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-03T13:46:12Z","2023-02-03","2023-02-17","","false","BBSF","true","true","","10,073,000","69,000,000","USD","CNY","","","","","","","","","","","","","","","","","10073000","","USD","","69000050","","CNY","","6.85","CNY/USD","2023-02-17","","","10,979.57","USD","","","","","","","6.85","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302195","552005749","CORR","","2023-02-17T15:37:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-17T15:37:30Z","2023-02-17","2023-02-24","","false","BBSF","true","true","","8,871,544","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","60999849","","CNY","","8871544","","USD","","6.8759","USD/CNY","2023-02-24","","","31,937.5584","USD","","","","","","","6.8759","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302196","552005750","CORR","","2023-02-17T15:37:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-17T15:37:30Z","2023-02-17","2023-02-24","","false","BBSF","true","true","","8,871,544","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","8871544","","USD","","60999849","","CNY","","6.8759","CNY/USD","2023-02-24","","","26,614.632","USD","","","","","","","6.8759","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302197","581946396","CORR","","2023-02-16T14:36:02Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-16T14:36:02Z","2023-02-16","2023-02-23","","false","BBSF","true","true","","8,879,174","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","60999925","","CNY","","8879174","","USD","","6.87","USD/CNY","2023-02-23","","","25,927.18808","USD","","","","","","","6.87","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302198","581946401","CORR","","2023-02-16T14:36:02Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-16T14:36:02Z","2023-02-16","2023-02-23","","false","BBSF","true","true","","8,879,174","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","8879174","","USD","","60999925","","CNY","","6.87","CNY/USD","2023-02-23","","","32,142.60988","USD","","","","","","","6.87","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302199","553143188","CORR","","2023-02-20T15:35:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-20T15:35:16Z","2023-02-20","2023-02-27","","false","BBSF","true","true","","9,189,328","63,000,000","USD","CNY","","","","","","","","","","","","","","","","","63000195","","CNY","","9189328","","USD","","6.8558","USD/CNY","2023-02-27","","","28,211.23696","USD","","","","","","","6.8558","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302200","551257890","CORR","","2023-02-17T03:46:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-17T03:46:24Z","2023-02-17","2023-03-17","","false","BBSF","true","true","","14,306,100","100,000,000","USD","CNY","","","","","","","","","","","","","","","","","14306100","","USD","","99999639","","CNY","","6.99","CNY/USD","2023-03-17","","","34,277.4156","USD","","","","","","","6.99","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302201","554173982","CORR","","2023-02-21T15:38:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-21T15:38:10Z","2023-02-21","2023-02-28","","false","BBSF","true","true","","8,578,672","59,000,000","USD","CNY","","","","","","","","","","","","","","","","","58999817","","CNY","","8578672","","USD","","6.8775","USD/CNY","2023-02-28","","","25,941.90413","USD","","","","","","","6.8775","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302202","642212201","CORR","","2023-02-22T14:12:18Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-22T14:12:18Z","2023-02-22","2023-03-01","","false","BBSF","true","false","","6,959,820","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","47999791","","CNY","","6959820","","USD","","6.8967","USD/CNY","2023-03-01","","","21,749.4375","USD","","","","","","","6.8967","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302203","570696779","CORR","","2023-02-23T13:35:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-23T13:35:19Z","2023-02-23","2023-03-02","","false","BBSF","true","true","","7,965,920","55,000,000","USD","CNY","","","","","","","","","","","","","","","","","7965920","","USD","","54999898","","CNY","","6.9044","CNY/USD","2023-03-02","","","22,543.5536","USD","","","","","","","6.9044","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302204","554173981","CORR","","2023-02-21T15:38:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-21T15:38:10Z","2023-02-21","2023-02-28","","false","BBSF","true","true","","8,578,672","59,000,000","USD","CNY","","","","","","","","","","","","","","","","","8578672","","USD","","58999817","","CNY","","6.8775","CNY/USD","2023-02-28","","","25,838.96006","USD","","","","","","","6.8775","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302205","553143187","CORR","","2023-02-20T15:35:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-20T15:35:16Z","2023-02-20","2023-02-27","","false","BBSF","true","true","","9,189,328","63,000,000","USD","CNY","","","","","","","","","","","","","","","","","9189328","","USD","","63000195","","CNY","","6.8558","CNY/USD","2023-02-27","","","27,476.09072","USD","","","","","","","6.8558","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302206","642212200","CORR","","2023-02-22T14:12:18Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-22T14:12:18Z","2023-02-22","2023-03-01","","false","BBSF","true","false","","6,959,820","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","6959820","","USD","","47999791","","CNY","","6.8967","CNY/USD","2023-03-01","","","23,837.3835","USD","","","","","","","6.8967","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302207","570696539","CORR","","2023-02-23T13:35:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-23T13:35:19Z","2023-02-23","2023-03-02","","false","BBSF","true","true","","7,965,920","55,000,000","USD","CNY","","","","","","","","","","","","","","","","","54999898","","CNY","","7965920","","USD","","6.9044","USD/CNY","2023-03-02","","","25,172.3072","USD","","","","","","","6.9044","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302208","556437741","CORR","","2023-02-23T16:09:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-23T16:09:19Z","2023-02-23","2023-03-02","","false","BBSF","false","true","","50,000,000","350,000,000","USD","CNY","","","","","","","","","","","","","","","","","50000000","","USD","","350000000","","CNY","","7","CNY/USD","2023-03-02","","","15,250","USD","","","","","","","7","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302209","642212203","CORR","","2023-02-24T13:52:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T13:52:43Z","2023-02-24","2023-03-03","","false","BBSF","true","false","","4,162,320","29,000,000","USD","CNY","","","","","","","","","","","","","","","","","29000132","","CNY","","4162320","","USD","","6.9673","USD/CNY","2023-03-03","","","15,920.874","USD","","","","","","","6.9673","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302210","642212202","CORR","","2023-02-24T13:52:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T13:52:43Z","2023-02-24","2023-03-03","","false","BBSF","true","false","","4,162,320","29,000,000","USD","CNY","","","","","","","","","","","","","","","","","4162320","","USD","","29000132","","CNY","","6.9673","CNY/USD","2023-03-03","","","14,047.83","USD","","","","","","","6.9673","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302211","642212207","CORR","","2023-02-24T19:11:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T19:11:08Z","2023-02-24","2023-03-17","","false","BBSF","true","false","","5,007,150","35,000,000","USD","CNY","","","","","","","","","","","","","","","","","5007150","","USD","","34999979","","CNY","","6.99","CNY/USD","2023-03-17","","","26,387.6805","USD","","","","","","","6.99","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302212","642212206","CORR","","2023-02-24T19:11:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T19:11:08Z","2023-02-24","2023-03-17","","false","BBSF","true","true","","10,000,000","71,000,000","USD","CNY","","","","","","","","","","","","","","","","","10000000","","USD","","71000000","","CNY","","7.1","CNY/USD","2023-03-17","","","17,100","USD","","","","","","","7.1","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302213","673860765","CORR","","2023-02-24T13:54:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T13:54:31Z","2023-02-24","2023-06-28","","false","BBSF","true","true","","25,174,750","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25174750","","USD","","179999463","","CNY","","7.15","CNY/USD","2023-06-28","","","134,861.13575","USD","","","","","","","7.15","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302214","558766211","CORR","","2023-02-27T14:49:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-27T14:49:31Z","2023-02-27","2023-03-06","","false","BBSF","true","true","","9,917,820","69,000,000","USD","CNY","","","","","","","","","","","","","","","","","9917820","","USD","","69000257","","CNY","","6.9572","CNY/USD","2023-03-06","","","34,910.7264","USD","","","","","","","6.9572","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302215","558766212","CORR","","2023-02-27T14:49:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-27T14:49:31Z","2023-02-27","2023-03-06","","false","BBSF","true","true","","9,917,820","69,000,000","USD","CNY","","","","","","","","","","","","","","","","","69000257","","CNY","","9917820","","USD","","6.9572","USD/CNY","2023-03-06","","","33,522.2316","USD","","","","","","","6.9572","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302216","642212204","CORR","","2023-02-27T18:53:14Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-27T18:53:14Z","2023-02-27","2023-03-06","","false","BBSF","false","false","","2,012,220","14,000,000","USD","CNY","","","","","","","","","","","","","","","","","14000021","","CNY","","2012220","","USD","","6.9575","USD/CNY","2023-03-06","","","7,093.0755","USD","","","","","","","6.9575","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302217","557586534","CORR","","2023-02-24T13:54:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-24T13:54:31Z","2023-02-24","2023-06-28","","false","BBSF","true","true","","24,827,500","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","24827500","","USD","","179999375","","CNY","","7.25","CNY/USD","2023-06-28","","","84,413.5","USD","","","","","","","7.25","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302218","642212205","CORR","","2023-02-27T18:53:14Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-27T18:53:14Z","2023-02-27","2023-03-06","","false","BBSF","false","false","","2,012,220","14,000,000","USD","CNY","","","","","","","","","","","","","","","","","2012220","","USD","","14000021","","CNY","","6.9575","CNY/USD","2023-03-06","","","7,042.77","USD","","","","","","","6.9575","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302219","642212208","CORR","","2023-02-28T13:40:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T13:40:12Z","2023-02-28","2023-03-07","","false","BBSF","true","false","","6,328,576","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","44000057","","CNY","","6328576","","USD","","6.9526","USD/CNY","2023-03-07","","","20,251.4432","USD","","","","","","","6.9526","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302220","642212211","CORR","","2023-02-28T13:40:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T13:40:12Z","2023-02-28","2023-03-07","","false","BBSF","true","false","","6,328,576","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","6328576","","USD","","44000057","","CNY","","6.9526","CNY/USD","2023-03-07","","","20,567.872","USD","","","","","","","6.9526","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302221","642212457","CORR","","2023-02-28T18:55:03Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:55:03Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","3,028,350","21,000,000","USD","CNY","","","","","","","","","","","","","","","","","3028350","","USD","","21000093","","CNY","","6.9345","CNY/USD","2023-03-30","","","22,864.0425","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302222","642212461","CORR","","2023-02-28T18:55:03Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:55:03Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","3,028,350","21,000,000","USD","CNY","","","","","","","","","","","","","","","","","21000093","","CNY","","3028350","","USD","","6.9345","USD/CNY","2023-03-30","","","22,258.3725","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302223","642212470","CORR","","2023-02-28T18:53:07Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:53:07Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","2,307,314","16,000,000","USD","CNY","","","","","","","","","","","","","","","","","16000069","","CNY","","2307314","","USD","","6.9345","USD/CNY","2023-03-30","","","17,016.44075","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302224","642212469","CORR","","2023-02-28T18:53:17Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:53:17Z","2023-02-28","2023-03-07","","false","BBSF","false","false","","1,007,880","7,000,000","USD","CNY","","","","","","","","","","","","","","","","","1007880","","USD","","7000029","","CNY","","6.9453","CNY/USD","2023-03-07","","","3,275.61","USD","","","","","","","6.9453","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302225","642212464","CORR","","2023-02-28T18:55:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:55:13Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","3,028,350","21,000,000","USD","CNY","","","","","","","","","","","","","","","","","3028350","","USD","","21000093","","CNY","","6.9345","CNY/USD","2023-03-30","","","22,827.7023","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302226","642212455","CORR","","2023-02-28T18:53:07Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:53:07Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","2,307,314","16,000,000","USD","CNY","","","","","","","","","","","","","","","","","2307314","","USD","","16000069","","CNY","","6.9345","CNY/USD","2023-03-30","","","17,420.2207","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302227","642212462","CORR","","2023-02-28T18:53:17Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:53:17Z","2023-02-28","2023-03-07","","false","BBSF","false","false","","1,007,880","7,000,000","USD","CNY","","","","","","","","","","","","","","","","","7000029","","CNY","","1007880","","USD","","6.9453","USD/CNY","2023-03-07","","","3,164.7432","USD","","","","","","","6.9453","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302228","642212454","CORR","","2023-02-28T16:12:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T16:12:40Z","2023-02-28","2023-03-17","","false","BBSF","true","false","","5,007,150","35,000,000","USD","CNY","","","","","","","","","","","","","","","","","5007150","","USD","","34999979","","CNY","","6.99","CNY/USD","2023-03-17","","","15,712.4367","USD","","","","","","","6.99","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302229","642212601","CORR","","2023-03-01T13:19:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-01T13:19:56Z","2023-03-01","2023-03-08","","false","BBSF","true","false","","5,240,040","36,000,000","USD","CNY","","","","","","","","","","","","","","","","","36000123","","CNY","","5240040","","USD","","6.8702","USD/CNY","2023-03-08","","","18,570.70176","USD","","","","","","","6.8702","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302230","642212474","CORR","","2023-03-01T13:19:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-01T13:19:56Z","2023-03-01","2023-03-08","","false","BBSF","true","false","","5,240,040","36,000,000","USD","CNY","","","","","","","","","","","","","","","","","5240040","","USD","","36000123","","CNY","","6.8702","CNY/USD","2023-03-08","","","18,455.42088","USD","","","","","","","6.8702","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302231","642212465","CORR","","2023-02-28T18:55:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-02-28T18:55:13Z","2023-02-28","2023-03-30","","false","BBSF","false","false","","3,028,350","21,000,000","USD","CNY","","","","","","","","","","","","","","","","","21000093","","CNY","","3028350","","USD","","6.9345","USD/CNY","2023-03-30","","","22,200.83385","USD","","","","","","","6.9345","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302232","642212604","CORR","","2023-03-02T13:40:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-02T13:40:41Z","2023-03-02","2023-03-09","","false","BBSF","true","false","","6,787,760","47,000,000","USD","CNY","","","","","","","","","","","","","","","","","6787760","","USD","","46999808","","CNY","","6.9242","CNY/USD","2023-03-09","","","24,707.4464","USD","","","","","","","6.9242","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302233","642212605","CORR","","2023-03-02T13:40:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-02T13:40:41Z","2023-03-02","2023-03-09","","false","BBSF","true","false","","6,787,760","47,000,000","USD","CNY","","","","","","","","","","","","","","","","","46999808","","CNY","","6787760","","USD","","6.9242","USD/CNY","2023-03-09","","","23,892.9152","USD","","","","","","","6.9242","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
